date,equity
2024-05-28,792.9395610411782
2024-05-29,791.1494652569895
2024-05-30,790.9046697717795
2024-05-31,789.1866189610821
2024-06-01,789.1866189610821
2024-06-02,788.8358906827481
2024-06-03,789.8013853301184
2024-06-04,788.074140970733
2024-06-05,789.3042527478839
2024-06-06,787.6851959973178
2024-06-07,786.0878601713968
2024-06-08,786.5364433321608
2024-06-09,786.5364433321608
2024-06-10,785.147369416532
2024-06-11,783.6260123060283
2024-06-12,781.9424300964454
2024-06-13,783.3817950369319
2024-06-14,783.2114358689099
2024-06-15,783.2114358689099
2024-06-16,783.2114358689099
2024-06-17,784.2845616931075
2024-06-18,785.8517029720258
2024-06-19,784.0217465866749
2024-06-20,783.6176572641423
2024-06-21,784.6141623933179
2024-06-22,784.6141623933179
2024-06-23,783.9287056761293
2024-06-24,783.5447564550055
2024-06-25,781.4788494028162
2024-06-26,781.3238157576181
2024-06-27,781.8558645878687
2024-06-28,782.7771501224379
2024-06-29,782.0423774605063
2024-06-30,782.0423774605063
2024-07-01,781.7308950619504
2024-07-02,781.5195693570823
2024-07-03,779.8858784025531
2024-07-04,779.556802556504
2024-07-05,777.4521533404236
2024-07-06,779.0205577277376
2024-07-07,778.7562279437601
2024-07-08,778.5818542992811
2024-07-09,776.4544797930823
2024-07-10,777.8504506267935
2024-07-11,776.5907110387952
2024-07-12,776.4086012603393
2024-07-13,774.8682122891423
2024-07-14,774.6196083389995
2024-07-15,776.0048847341926
2024-07-16,774.1863949015335
2024-07-17,775.7283676894054
2024-07-18,776.9974234376141
2024-07-19,776.809140819859
2024-07-20,775.3661426434089
2024-07-21,776.2460261549033
2024-07-22,777.7397937199958
2024-07-23,776.0297125228776
2024-07-24,777.3903713559225
2024-07-25,774.7761435130493
2024-07-26,772.9245332597427
2024-07-27,773.9166607932868
2024-07-28,775.4965941040248
2024-07-29,776.4980860984791
2024-07-30,778.0918501810938
2024-07-31,776.3436683311442
2024-08-01,777.8073132861913
2024-08-02,775.8209114247202
2024-08-03,775.6663290847179
2024-08-04,773.7954749033705
2024-08-05,771.8403859961629
2024-08-06,769.8297974359905
2024-08-07,767.6725552254591
2024-08-08,766.3223875151341
2024-08-09,764.2703674944931
2024-08-10,763.9929988285119
2024-08-11,762.3297266802166
2024-08-12,763.8503396414304
2024-08-13,762.0907621769702
2024-08-14,760.1814224001756
2024-08-15,758.1802139526496
2024-08-16,756.0709963743649
2024-08-17,757.3000109989231
2024-08-18,757.0402190067148
2024-08-19,756.8141762111079
2024-08-20,758.17284812459
2024-08-21,758.0825887655275
2024-08-22,756.8871872099717
2024-08-23,758.060908446213
2024-08-24,757.6340853640876
2024-08-25,756.1005087596853
2024-08-26,755.825699477964
2024-08-27,757.108604561998
2024-08-28,756.910320643925
2024-08-29,754.8797344909887
2024-08-30,752.9823703948762
2024-08-31,751.4086984116146
2024-09-01,750.9701146174732
