reshuffle_final,reshuffle_mdd,bootstrap_final,bootstrap_mdd,block_final,block_mdd
63825.93077527152,-0.006159445162530641,61571.364397580604,-0.009885307760550854,80633.03752353927,-0.013254297922315361
63825.93077527085,-0.006546056385686283,62120.552819503464,-0.006844464857516441,62840.08756437619,-0.013820661528784473
63825.930775271496,-0.00654337342362632,59107.52585158214,-0.010686821011625547,74490.9880448141,-0.017232248064787736
63825.93077527161,-0.006673694504754524,62472.69524920203,-0.009173766037628206,77992.01124368978,-0.014237576518617456
63825.93077527127,-0.007008905965215195,64023.7873648282,-0.006312235014891532,60297.87885566602,-0.01767823942822755
63825.93077527144,-0.00819336115371927,72038.17853461442,-0.006513888395509704,58802.76689223877,-0.012475267583695993
63825.93077527149,-0.007211690776223079,71372.34593372817,-0.006339467512792907,68218.25300909007,-0.013522764103058749
63825.93077527153,-0.006143337559287643,59126.94684841,-0.0098168556220537,73213.20224229537,-0.013918549959098692
63825.93077527099,-0.007882647860399161,60642.49138671396,-0.006354242807218746,61326.71672993424,-0.015203931737074572
63825.930775271365,-0.007227960941895262,72714.57091966522,-0.0070631641189514704,77332.7551019883,-0.012875348617477078
63825.93077527144,-0.008179056274546403,61318.072773551605,-0.007196447263652317,58129.21765029963,-0.016258508343974243
63825.93077527106,-0.008566432018834225,64225.42423643337,-0.006769948833778461,65000.97192594766,-0.014315292575958316
63825.930775271336,-0.006124083825643001,66345.59737774264,-0.006102557407471121,67198.61055718109,-0.015587253427609804
63825.93077527158,-0.008744205275845296,68430.73415420171,-0.008537652900302062,53949.95298240228,-0.015971329848416538
63825.93077527133,-0.006949702809394109,61126.54904046233,-0.008415948803264461,60994.189593521725,-0.01464823615149391
63825.93077527178,-0.0056466256138968385,71903.54434195139,-0.006664218830303659,72497.12603216182,-0.014378869680521489
63825.93077527141,-0.0060155971050402934,53453.791529025046,-0.007426628511955968,56101.662102666734,-0.011881876490617338
63825.93077527157,-0.007847138071221504,59691.91720006003,-0.00612020276957248,68948.19827548397,-0.014318842665232423
63825.930775271125,-0.00765280209121022,63683.60907784616,-0.006056891584734436,62351.49904208093,-0.015817632906874546
63825.93077527141,-0.007843404351597028,63994.59744329922,-0.0063086223266236585,56618.532359480676,-0.010581780699692733
63825.930775271205,-0.007479797156125456,62530.35045741084,-0.007220647150110393,76716.05069332107,-0.01578881213291683
63825.93077527152,-0.008258937893691698,65026.612593701546,-0.007741028899649338,60023.152627242715,-0.01806307504143212
63825.930775271336,-0.008618167916330521,75755.99987119048,-0.009949229521115766,67471.18215980583,-0.01433062286488751
63825.930775271285,-0.00828499131148297,64349.19221442078,-0.00886499258983009,59837.73811230045,-0.01546755970316338
63825.93077527086,-0.008528088770968778,70159.12688657401,-0.0069962031546343395,72522.56255719459,-0.014366997944669557
63825.9307752714,-0.006802942345582319,56350.73158582873,-0.005880324145004834,69527.20068869075,-0.010954087944552549
63825.93077527147,-0.0075774991841793815,68116.82237365682,-0.006273961946598572,65976.61846803925,-0.024844550695547474
63825.930775271365,-0.0095810054644625,63460.12317107079,-0.007572148520074928,67255.48366336577,-0.014173319368397497
63825.930775271205,-0.0071603747550507135,60621.08270207319,-0.005486014884978685,51661.2465575237,-0.013823350914180632
63825.93077527156,-0.006106613714556786,67210.66516121803,-0.0072253756392344215,47886.43351486087,-0.01345210383198292
63825.93077527105,-0.0074522774537664205,67436.54742876395,-0.0076487732160160915,64183.17919673459,-0.01322923961255762
63825.93077527142,-0.006864299680218067,65638.51933890706,-0.007556903660018155,53963.16541294042,-0.016912836834195533
63825.93077527145,-0.008096566936967253,72368.78594813906,-0.009673946685082258,71896.1031596223,-0.011242995820575752
63825.930775271096,-0.008223519294569104,61581.193181791976,-0.007741745276613532,59079.251153865094,-0.013493369482075912
63825.9307752712,-0.006998579671497307,72559.37909226149,-0.008313704304914626,51596.39548013337,-0.02625944059830765
63825.93077527108,-0.007142298657994206,62371.6252950625,-0.009469524646414818,67320.96083556722,-0.014040540214733999
63825.93077527162,-0.008784592828568805,69455.82195270328,-0.006804789250792642,73234.79290927619,-0.017392250452762825
63825.93077527098,-0.008100602001471446,64877.62998199491,-0.0065116829542301025,65818.23000128743,-0.015618119265744745
63825.93077527108,-0.00750907499912945,67940.5114975107,-0.0081091741865984,51251.30000364695,-0.014238540562251822
63825.930775271125,-0.007546759542626957,60848.35605094408,-0.009433848650387766,61131.58573792086,-0.018567365363295063
63825.93077527109,-0.007078433681295571,59480.61285094242,-0.008475036976762107,56077.7220089333,-0.01646169089747629
63825.93077527119,-0.007269697902051564,76885.56755309725,-0.0075607901469544325,61650.72038075117,-0.015497535305286969
