fundingTime,fundingRate,realizedRate
2026-05-13 08:00:00+00:00,4.43753742934e-05,4.43753742934e-05
2026-05-13 16:00:00+00:00,8.669156372e-05,8.669156372e-05
2026-05-14 00:00:00+00:00,6.62390119952e-05,6.62390119952e-05
2026-05-14 08:00:00+00:00,3.87292207018e-05,3.87292207018e-05
2026-05-14 16:00:00+00:00,1.00278167472e-05,1.00278167472e-05
2026-05-15 00:00:00+00:00,3.56833691991e-05,3.56833691991e-05
2026-05-15 08:00:00+00:00,2.1478593278e-05,2.1478593278e-05
2026-05-15 16:00:00+00:00,1.15656523982e-05,1.15656523982e-05
2026-05-16 00:00:00+00:00,5.81911100179e-05,5.81911100179e-05
2026-05-16 08:00:00+00:00,8.54231884486e-05,8.54231884486e-05
2026-05-16 16:00:00+00:00,0.0001,0.0001
2026-05-17 00:00:00+00:00,4.124226044e-05,4.124226044e-05
2026-05-17 08:00:00+00:00,3.2084030747e-05,3.2084030747e-05
2026-05-17 16:00:00+00:00,-3.63449927545e-05,-3.63449927545e-05
2026-05-18 00:00:00+00:00,-1.37406363163e-05,-1.37406363163e-05
2026-05-18 08:00:00+00:00,6.60001578246e-05,6.60001578246e-05
2026-05-18 16:00:00+00:00,9.20522188935e-05,9.20522188935e-05
2026-05-19 00:00:00+00:00,8.6758144149e-05,8.6758144149e-05
2026-05-19 08:00:00+00:00,4.10900834455e-05,4.10900834455e-05
2026-05-19 16:00:00+00:00,0.0001,0.0001
2026-05-20 00:00:00+00:00,6.8208650134e-05,6.8208650134e-05
2026-05-20 08:00:00+00:00,2.86372143688e-05,2.86372143688e-05
2026-05-20 16:00:00+00:00,6.95954753521e-05,6.95954753521e-05
2026-05-21 00:00:00+00:00,1.69303659234e-05,1.69303659234e-05
2026-05-21 08:00:00+00:00,2.13772759246e-05,2.13772759246e-05
2026-05-21 16:00:00+00:00,0.0001,0.0001
2026-05-22 00:00:00+00:00,-1.64426833898e-05,-1.64426833898e-05
2026-05-22 08:00:00+00:00,2.32942747095e-05,2.32942747095e-05
2026-05-22 16:00:00+00:00,7.84947056895e-05,7.84947056895e-05
2026-05-23 00:00:00+00:00,2.28466439083e-05,2.28466439083e-05
2026-05-23 08:00:00+00:00,3.8865087972e-05,3.8865087972e-05
2026-05-23 16:00:00+00:00,4.0288996575e-06,4.0288996575e-06
2026-05-24 00:00:00+00:00,6.46005503225e-05,6.46005503225e-05
2026-05-24 08:00:00+00:00,5.94269365717e-05,5.94269365717e-05
2026-05-24 16:00:00+00:00,4.37885346034e-05,4.37885346034e-05
2026-05-25 00:00:00+00:00,2.3288850922e-05,2.3288850922e-05
2026-05-25 08:00:00+00:00,-1.01054458323e-05,-1.01054458323e-05
2026-05-25 16:00:00+00:00,5.9773379947e-06,5.9773379947e-06
2026-05-26 00:00:00+00:00,5.2431413321e-05,5.2431413321e-05
2026-05-26 08:00:00+00:00,2.01047785825e-05,2.01047785825e-05
2026-05-26 16:00:00+00:00,6.24817032964e-05,6.24817032964e-05
2026-05-27 00:00:00+00:00,5.38321463723e-05,5.38321463723e-05
2026-05-27 08:00:00+00:00,2.01365468022e-05,2.01365468022e-05
2026-05-27 16:00:00+00:00,0.0001,0.0001
2026-05-28 00:00:00+00:00,9.7347204197e-05,9.7347204197e-05
2026-05-28 08:00:00+00:00,9.01431920054e-05,9.01431920054e-05
2026-05-28 16:00:00+00:00,0.0001,0.0001
2026-05-29 00:00:00+00:00,8.22613661661e-05,8.22613661661e-05
2026-05-29 08:00:00+00:00,6.90249741874e-05,6.90249741874e-05
2026-05-29 16:00:00+00:00,5.04528084404e-05,5.04528084404e-05
2026-05-30 00:00:00+00:00,2.76952137454e-05,2.76952137454e-05
2026-05-30 08:00:00+00:00,2.72922964657e-05,2.72922964657e-05
2026-05-30 16:00:00+00:00,1.3613413701e-05,1.3613413701e-05
2026-05-31 00:00:00+00:00,-2.6552209543e-06,-2.6552209543e-06
2026-05-31 08:00:00+00:00,-1.4934683232e-06,-1.4934683232e-06
2026-05-31 16:00:00+00:00,2.19344236021e-05,2.19344236021e-05
2026-06-01 00:00:00+00:00,4.66943658692e-05,4.66943658692e-05
2026-06-01 08:00:00+00:00,2.36646806892e-05,2.36646806892e-05
2026-06-01 16:00:00+00:00,0.0001,0.0001
2026-06-02 00:00:00+00:00,0.0001,0.0001
2026-06-02 08:00:00+00:00,0.0001,0.0001
2026-06-02 16:00:00+00:00,0.0001,0.0001
2026-06-03 00:00:00+00:00,8.65678874748e-05,8.65678874748e-05
2026-06-03 08:00:00+00:00,2.78658186139e-05,2.78658186139e-05
2026-06-03 16:00:00+00:00,0.0001,0.0001
2026-06-04 00:00:00+00:00,9.87113820589e-05,9.87113820589e-05
2026-06-04 08:00:00+00:00,2.09870467977e-05,2.09870467977e-05
2026-06-04 16:00:00+00:00,1.5995235891e-06,1.5995235891e-06
2026-06-05 00:00:00+00:00,3.66527172313e-05,3.66527172313e-05
2026-06-05 08:00:00+00:00,2.06005907985e-05,2.06005907985e-05
2026-06-05 16:00:00+00:00,-4.95880636278e-05,-4.95880636278e-05
2026-06-06 00:00:00+00:00,-2.51353994586e-05,-2.51353994586e-05
2026-06-06 08:00:00+00:00,-3.37977745229e-05,-3.37977745229e-05
2026-06-06 16:00:00+00:00,5.2962402562e-06,5.2962402562e-06
2026-06-07 00:00:00+00:00,-1.2707252249e-05,-1.2707252249e-05
2026-06-07 08:00:00+00:00,-7.81048412537e-05,-7.81048412537e-05
2026-06-07 16:00:00+00:00,2.90588944828e-05,2.90588944828e-05
2026-06-08 00:00:00+00:00,5.51876461949e-05,5.51876461949e-05
2026-06-08 08:00:00+00:00,4.24550662021e-05,4.24550662021e-05
2026-06-08 16:00:00+00:00,-7.55486509945e-05,-7.55486509945e-05
2026-06-09 00:00:00+00:00,-1.25192203038e-05,-1.25192203038e-05
2026-06-09 08:00:00+00:00,-7.6999774469e-06,-7.6999774469e-06
2026-06-09 16:00:00+00:00,3.6350401157e-05,3.6350401157e-05
2026-06-10 00:00:00+00:00,4.76144458983e-05,4.76144458983e-05
2026-06-10 08:00:00+00:00,-1.59316750235e-05,-1.59316750235e-05
2026-06-10 16:00:00+00:00,-8.7786677452e-06,-8.7786677452e-06
2026-06-11 00:00:00+00:00,-4.34625906886e-05,-4.34625906886e-05
2026-06-11 08:00:00+00:00,-6.03239409731e-05,-6.03239409731e-05
2026-06-11 16:00:00+00:00,-2.39606392713e-05,-2.39606392713e-05
2026-06-12 00:00:00+00:00,-4.9527169637e-06,-4.9527169637e-06
2026-06-12 08:00:00+00:00,1.3381574222e-05,1.3381574222e-05
2026-06-12 16:00:00+00:00,-2.23589457138e-05,-2.23589457138e-05
2026-06-13 00:00:00+00:00,9.1148532304e-06,9.1148532304e-06
2026-06-13 08:00:00+00:00,8.6943079192e-06,8.6943079192e-06
2026-06-13 16:00:00+00:00,-6.39574741838e-05,-6.39574741838e-05
2026-06-14 00:00:00+00:00,-3.1294023986e-05,-3.1294023986e-05
2026-06-14 08:00:00+00:00,-3.38984808092e-05,-3.38984808092e-05
2026-06-14 16:00:00+00:00,-7.59112940001e-05,-7.59112940001e-05
2026-06-15 00:00:00+00:00,-5.83460493709e-05,-5.83460493709e-05
2026-06-15 08:00:00+00:00,-6.89247750096e-05,-6.89247750096e-05
2026-06-15 16:00:00+00:00,-7.39035810096e-05,-7.39035810096e-05
2026-06-16 00:00:00+00:00,-1.30999107801e-05,-1.30999107801e-05
2026-06-16 08:00:00+00:00,-5.92277212018e-05,-5.92277212018e-05
2026-06-16 16:00:00+00:00,-1.08643309843e-05,-1.08643309843e-05
2026-06-17 00:00:00+00:00,3.59942934559e-05,3.59942934559e-05
2026-06-17 08:00:00+00:00,-2.4895073548e-05,-2.4895073548e-05
2026-06-17 16:00:00+00:00,-3.42401528489e-05,-3.42401528489e-05
2026-06-18 00:00:00+00:00,4.9965386896e-06,4.9965386896e-06
2026-06-18 08:00:00+00:00,2.71213062112e-05,2.71213062112e-05
2026-06-18 16:00:00+00:00,3.5651907852e-05,3.5651907852e-05
2026-06-19 00:00:00+00:00,1.3446105841e-06,1.3446105841e-06
2026-06-19 08:00:00+00:00,3.24496957995e-05,3.24496957995e-05
2026-06-19 16:00:00+00:00,-4.9910259435e-06,-4.9910259435e-06
2026-06-20 00:00:00+00:00,2.05881918658e-05,2.05881918658e-05
2026-06-20 08:00:00+00:00,-1.88323191508e-05,-1.88323191508e-05
2026-06-20 16:00:00+00:00,2.0836725788e-06,2.0836725788e-06
2026-06-21 00:00:00+00:00,-8.8262165972e-06,-8.8262165972e-06
2026-06-21 08:00:00+00:00,-1.4922291748e-05,-1.4922291748e-05
2026-06-21 16:00:00+00:00,-1.19152252366e-05,-1.19152252366e-05
2026-06-22 00:00:00+00:00,-2.88482815558e-05,-2.88482815558e-05
2026-06-22 08:00:00+00:00,2.87541037749e-05,2.87541037749e-05
2026-06-22 16:00:00+00:00,4.14573501689e-05,4.14573501689e-05
2026-06-23 00:00:00+00:00,4.86570053437e-05,4.86570053437e-05
2026-06-23 08:00:00+00:00,1.06301812452e-05,1.06301812452e-05
2026-06-23 16:00:00+00:00,2.75155316918e-05,2.75155316918e-05
2026-06-24 00:00:00+00:00,2.59855577951e-05,2.59855577951e-05
2026-06-24 08:00:00+00:00,8.32808229693e-05,8.32808229693e-05
2026-06-24 16:00:00+00:00,4.32526539971e-05,4.32526539971e-05
2026-06-25 00:00:00+00:00,-4.59301184219e-05,-4.59301184219e-05
2026-06-25 08:00:00+00:00,-7.79943959298e-05,-7.79943959298e-05
2026-06-25 16:00:00+00:00,-3.44282240539e-05,-3.44282240539e-05
2026-06-26 00:00:00+00:00,1.3441848992e-06,1.3441848992e-06
2026-06-26 08:00:00+00:00,9.6635297061e-06,9.6635297061e-06
2026-06-26 16:00:00+00:00,8.20729542149e-05,8.20729542149e-05
2026-06-27 00:00:00+00:00,4.06267603842e-05,4.06267603842e-05
2026-06-27 08:00:00+00:00,5.0548856273e-05,5.0548856273e-05
2026-06-27 16:00:00+00:00,3.22701928586e-05,3.22701928586e-05
2026-06-28 00:00:00+00:00,4.02316180587e-05,4.02316180587e-05
2026-06-28 08:00:00+00:00,3.19959525751e-05,3.19959525751e-05
2026-06-28 16:00:00+00:00,3.95436281002e-05,3.95436281002e-05
2026-06-29 00:00:00+00:00,4.6598340778e-06,4.6598340778e-06
2026-06-29 08:00:00+00:00,5.03634854124e-05,5.03634854124e-05
2026-06-29 16:00:00+00:00,7.17956019909e-05,7.17956019909e-05
2026-06-30 00:00:00+00:00,8.45798622754e-05,8.45798622754e-05
2026-06-30 08:00:00+00:00,5.21934781504e-05,5.21934781504e-05
2026-06-30 16:00:00+00:00,6.41177716092e-05,6.41177716092e-05
2026-07-01 00:00:00+00:00,4.77134731687e-05,4.77134731687e-05
2026-07-01 08:00:00+00:00,1.30447729281e-05,1.30447729281e-05
2026-07-01 16:00:00+00:00,3.76950039265e-05,3.76950039265e-05
2026-07-02 00:00:00+00:00,9.0342275479e-05,9.0342275479e-05
2026-07-02 08:00:00+00:00,0.0001,0.0001
2026-07-02 16:00:00+00:00,3.11543020607e-05,3.11543020607e-05
2026-07-03 00:00:00+00:00,0.0001,0.0001
2026-07-03 08:00:00+00:00,0.0001,0.0001
2026-07-03 16:00:00+00:00,5.38283058701e-05,5.38283058701e-05
2026-07-04 00:00:00+00:00,4.07757884118e-05,4.07757884118e-05
2026-07-04 08:00:00+00:00,6.08954397873e-05,6.08954397873e-05
2026-07-04 16:00:00+00:00,6.44399138913e-05,6.44399138913e-05
2026-07-05 00:00:00+00:00,0.0001,0.0001
2026-07-05 08:00:00+00:00,7.36099190415e-05,7.36099190415e-05
2026-07-05 16:00:00+00:00,2.11483321941e-05,2.11483321941e-05
2026-07-06 00:00:00+00:00,6.17667680351e-05,6.17667680351e-05
2026-07-06 08:00:00+00:00,9.8247928749e-05,9.8247928749e-05
2026-07-06 16:00:00+00:00,4.35732937955e-05,4.35732937955e-05
2026-07-07 00:00:00+00:00,0.0001,0.0001
2026-07-07 08:00:00+00:00,6.78140695912e-05,6.78140695912e-05
2026-07-07 16:00:00+00:00,5.89596545996e-05,5.89596545996e-05
2026-07-08 00:00:00+00:00,5.68819916406e-05,5.68819916406e-05
2026-07-08 08:00:00+00:00,4.44623992899e-05,4.44623992899e-05
2026-07-08 16:00:00+00:00,8.51580031502e-05,8.51580031502e-05
2026-07-09 00:00:00+00:00,7.23410745506e-05,7.23410745506e-05
2026-07-09 08:00:00+00:00,1.3105775059e-06,1.3105775059e-06
2026-07-09 16:00:00+00:00,3.51830663184e-05,3.51830663184e-05
2026-07-10 00:00:00+00:00,7.32355162048e-05,7.32355162048e-05
2026-07-10 08:00:00+00:00,8.40924532537e-05,8.40924532537e-05
2026-07-10 16:00:00+00:00,7.54950605994e-05,7.54950605994e-05
2026-07-11 00:00:00+00:00,8.22511513621e-05,8.22511513621e-05
2026-07-11 08:00:00+00:00,-2.15211796162e-05,-2.15211796162e-05
2026-07-11 16:00:00+00:00,3.4033691268e-05,3.4033691268e-05
2026-07-12 00:00:00+00:00,6.65193799449e-05,6.65193799449e-05
2026-07-12 08:00:00+00:00,6.27690257703e-05,6.27690257703e-05
2026-07-12 16:00:00+00:00,5.64601192152e-05,5.64601192152e-05
2026-07-13 00:00:00+00:00,6.70987512867e-05,6.70987512867e-05
2026-07-13 08:00:00+00:00,7.0183139456e-06,7.0183139456e-06
2026-07-13 16:00:00+00:00,8.85517560254e-05,8.85517560254e-05
2026-07-14 00:00:00+00:00,6.66043492605e-05,6.66043492605e-05
2026-07-14 08:00:00+00:00,1.56977471317e-05,1.56977471317e-05
2026-07-14 16:00:00+00:00,7.99498182818e-05,7.99498182818e-05
2026-07-15 00:00:00+00:00,0.0001,0.0001
2026-07-15 08:00:00+00:00,0.0001,0.0001
2026-07-15 16:00:00+00:00,2.95691248966e-05,2.95691248966e-05
2026-07-16 00:00:00+00:00,8.11290335628e-05,8.11290335628e-05
2026-07-16 08:00:00+00:00,3.78071378877e-05,3.78071378877e-05
2026-07-16 16:00:00+00:00,1.498971488e-05,1.498971488e-05
2026-07-17 00:00:00+00:00,5.3773733806e-05,5.3773733806e-05
2026-07-17 08:00:00+00:00,2.95604398968e-05,2.95604398968e-05
2026-07-17 16:00:00+00:00,5.46348466336e-05,5.46348466336e-05
2026-07-18 00:00:00+00:00,3.80167412203e-05,3.80167412203e-05
2026-07-18 08:00:00+00:00,5.07952841494e-05,5.07952841494e-05
2026-07-18 16:00:00+00:00,8.63693379528e-05,8.63693379528e-05
2026-07-19 00:00:00+00:00,1.66804274372e-05,1.66804274372e-05
2026-07-19 08:00:00+00:00,5.94778872743e-05,5.94778872743e-05
2026-07-19 16:00:00+00:00,4.22130855567e-05,4.22130855567e-05
2026-07-20 00:00:00+00:00,1.49115311815e-05,1.49115311815e-05
2026-07-20 08:00:00+00:00,-1.0642569389e-06,-1.0642569389e-06
2026-07-20 16:00:00+00:00,1.51065561787e-05,1.51065561787e-05
2026-07-21 00:00:00+00:00,7.8604607579e-06,7.8604607579e-06
2026-07-21 08:00:00+00:00,1.70667772237e-05,1.70667772237e-05
2026-07-21 16:00:00+00:00,-3.86532726688e-05,-3.86532726688e-05
2026-07-22 00:00:00+00:00,6.45951712624e-05,6.45951712624e-05
2026-07-22 08:00:00+00:00,-4.6095462073e-06,-4.6095462073e-06
2026-07-22 16:00:00+00:00,7.2341658587e-06,7.2341658587e-06
2026-07-23 00:00:00+00:00,3.45300865541e-05,3.45300865541e-05
2026-07-23 08:00:00+00:00,-3.33148169405e-05,-3.33148169405e-05
2026-07-23 16:00:00+00:00,3.09437083436e-05,3.09437083436e-05
2026-07-24 00:00:00+00:00,1.46168809e-07,1.46168809e-07
2026-07-24 08:00:00+00:00,-8.3475733975e-06,-8.3475733975e-06
2026-07-24 16:00:00+00:00,4.63556429945e-05,4.63556429945e-05
2026-07-25 00:00:00+00:00,2.97244816893e-05,2.97244816893e-05
2026-07-25 08:00:00+00:00,2.85540115723e-05,2.85540115723e-05
2026-07-25 16:00:00+00:00,-1.9531187263e-06,-1.9531187263e-06
